,name_customer,clear_date,document_create_date.1,due_in_date,total_open_amount,baseline_create_date,isOpen,delay
35547,KRAFT F llc,2019-05-03,2019-03-04,2019-03-04,8798.4,2019-03-04,0,60 days
35548,SUPE in,2019-02-28,2019-02-12,2019-02-27,54308.55,2019-02-12,0,1 days
35549,WAL-MAR foundation,2020-03-05,2020-02-23,2020-03-09,6532.6,2020-02-23,0,-4 days
35551,WAL-MAR ,2019-08-26,2019-08-14,2019-08-29,5824.36,2019-08-14,0,-3 days
35552,ASSOCI in,2019-04-15,2019-02-06,2019-04-12,19012.08,2019-02-06,0,3 days
35553,WAL-MAR corp,2019-12-24,2019-12-08,2019-12-23,18416.55,2019-12-08,0,1 days
35554,KRAFT F corp,2019-11-01,2019-09-08,2019-09-08,7081.2,2019-09-08,0,54 days
35555,WAL-MAR us,2019-11-18,2019-11-03,2019-11-18,10519.22,2019-11-03,0,0 days
35556,BJ'S  in,2020-03-06,2020-02-20,2020-03-06,383.85,2020-02-20,0,0 days
35557,ALBER llc,2020-01-17,2020-01-02,2020-01-17,54941.45,2020-01-02,0,0 days
35559,C&S WH systems,2019-12-30,2019-12-13,2019-12-28,19135.81,2019-12-13,0,2 days
35560,TIM H corporation,2019-11-29,2019-11-06,2019-11-26,3729.31,2019-11-06,0,3 days
35561,KRAFT  in,2019-12-20,2019-11-15,2019-12-20,7794.58,2019-11-15,0,0 days
35562,SA llc,2019-04-16,2019-03-31,2019-04-15,21662.12,2019-03-31,0,1 days
35565,WAL-MAR us,2019-10-07,2019-09-25,2019-10-10,30591.5,2019-09-25,0,-3 days
35566,MARTIN in,2019-10-16,2019-10-02,2019-10-14,16920.84,2019-10-04,0,2 days
35567,WAL-MAR ,2019-04-08,2019-03-28,2019-04-12,3785.4,2019-03-28,0,-4 days
35568,WAL-MAR associates,2019-06-03,2019-05-23,2019-06-07,3226.45,2019-05-23,0,-4 days
35569,REINHA ,2019-08-06,2019-07-19,2019-08-03,9390.43,2019-07-19,0,3 days
35570,ASSOCIAT foundation,2019-12-19,2019-12-03,2019-12-18,105075.43,2019-12-03,0,1 days
35571,WAL-MAR corp,2019-07-18,2019-07-01,2019-07-16,68006.18,2019-07-01,0,2 days
35572,US  associates,2019-04-19,2019-04-01,2019-04-16,99681.85,2019-04-01,0,3 days
35573,MCL llc,2020-02-18,2020-02-02,2020-02-17,132.42,2020-02-02,0,1 days
35574,WAL-MAR foundation,2019-07-15,2019-07-03,2019-07-18,426.66,2019-07-03,0,-3 days
35575,WAL-MAR llc,2019-04-22,2019-03-30,2019-04-16,22816.33,2019-04-01,0,6 days
35576,KROGE ,2019-09-20,2019-09-05,2019-09-20,14780.25,2019-09-05,0,0 days
35577,KRAFT F ,2020-02-28,2020-01-06,2020-01-06,603.61,2020-01-06,0,53 days
35579,GOLD  foundation,2019-03-04,2019-02-19,2019-03-01,4037.2,2019-02-19,0,3 days
35581,AM corp,2019-09-20,2019-09-05,2019-11-09,41.76,2019-09-05,0,-50 days
35582,STATER  in,2019-08-05,2019-07-20,2019-08-04,107582.01,2019-07-20,0,1 days
35583,C&S WH llc,2019-09-04,2019-08-20,2019-09-04,52697.09,2019-08-20,0,0 days
35584,C&S WH corporation,2019-05-29,2019-05-13,2019-05-28,167705.34,2019-05-13,0,1 days
35585,THE  co,2019-09-25,2019-07-08,2019-07-21,32023.44,2019-07-11,0,66 days
35587,H E BUT corp,2019-09-20,2019-09-08,2019-09-23,15712.41,2019-09-08,0,-3 days
35588,KEHE  corp,2019-04-29,2019-04-10,2019-04-25,4332.48,2019-04-10,0,4 days
35589,COST ,2019-08-05,2019-07-20,2019-08-04,23510.53,2019-07-20,0,1 days
35590,WAL-MAR in,2019-10-28,2019-10-16,2019-10-31,15091.68,2019-10-16,0,-3 days
35591,WAL-MAR us,2019-01-10,2018-12-30,2019-01-14,10831.45,2018-12-30,0,-4 days
35592,HEIN co,2019-08-16,2019-05-25,2019-07-09,127438.0,2019-05-25,0,38 days
35593,PUBLI foundation,2019-03-07,2019-02-20,2019-03-07,204.81,2019-02-20,0,0 days
35594,PLAZA corp,2019-07-15,2019-05-31,2019-07-05,58146.24,2019-05-31,0,10 days
35595,RESTA in,2019-08-29,2019-08-14,2019-08-29,2006.56,2019-08-14,0,0 days
35596,KROGER systems,2020-04-29,2020-02-24,2020-04-29,1995.3,2020-02-24,0,0 days
35597,SYSTEMS systems,2020-02-19,2020-01-18,2020-02-17,5872.95,2020-01-18,0,2 days
35598,WAL-MAR ,2019-03-04,2019-02-18,2019-03-05,1666.73,2019-02-18,0,-1 days
35600,WAL-MAR llc,2019-07-26,2019-07-16,2019-07-31,1897.5,2019-07-16,0,-5 days
35601,WAL-MAR associates,2019-11-25,2019-11-13,2019-11-28,4271.46,2019-11-13,0,-3 days
35602,KROG co,2019-08-22,2019-08-07,2019-08-22,12529.87,2019-08-07,0,0 days
35603,KROGER systems,2019-09-27,2019-09-12,2019-09-27,8837.94,2019-09-12,0,0 days
35604,GORDON F trust,2019-11-08,2019-10-17,2019-10-28,1534.18,2019-10-18,0,11 days
35605,WAL-MAR ,2019-12-03,2019-11-21,2019-12-06,46712.43,2019-11-21,0,-3 days
35606,BJ'S  trust,2019-03-25,2019-03-09,2019-03-24,677.24,2019-03-09,0,1 days
35608,WAL-MAR ,2019-03-04,2019-02-21,2019-03-08,41433.08,2019-02-21,0,-4 days
35609,C&S WH systems,2019-07-25,2019-07-10,2019-07-25,91119.19,2019-07-10,0,0 days
35610,KRAFT  in,2020-02-28,2020-01-16,2020-02-20,13948.2,2020-01-16,0,8 days
35611,PJ ESP ,2019-04-17,2019-04-16,2019-04-16,17425.0,2019-04-16,0,1 days
35612,C co,2019-08-06,2019-07-19,2019-08-03,9009.74,2019-07-19,0,3 days
35614,AM llc,2019-07-22,2019-07-05,2019-07-20,2507.48,2019-07-05,0,2 days
35617,SYSC trust,2019-01-18,2019-01-02,2019-01-17,29382.41,2019-01-02,0,1 days
35618,KROGER corp,2019-10-15,2019-09-26,2019-10-11,7927.92,2019-09-26,0,4 days
35619,WAL-MAR corp,2019-12-03,2019-11-16,2019-12-01,9297.84,2019-11-16,0,2 days
35620,WAL-MAR corporation,2020-01-27,2020-01-15,2020-01-30,45459.36,2020-01-15,0,-3 days
35621,US  us,2019-09-03,2019-08-27,2019-09-16,1244.4,2019-08-27,0,-13 days
35622,PERISH trust,2019-04-29,2019-04-07,2019-04-22,134054.93,2019-04-07,0,7 days
35623,WAL-MAR trust,2019-10-11,2019-09-30,2019-10-15,5574.95,2019-09-30,0,-4 days
35624,SYSCO co,2019-04-16,2019-03-13,2019-04-14,20816.32,2019-03-13,0,2 days
35625,OK associates,2019-04-19,2019-04-05,2019-04-20,68135.48,2019-04-05,0,-1 days
35626,WAL-MAR co,2019-07-16,2019-07-04,2019-07-19,34373.95,2019-07-04,0,-3 days
35627,WAL-MAR foundation,2019-06-24,2019-06-10,2019-06-25,51525.61,2019-06-10,0,-1 days
35629,WAL-MAR corporation,2019-02-19,2019-02-03,2019-02-18,8301.29,2019-02-03,0,1 days
35630,SHERWO associates,2019-05-01,2019-04-16,2019-05-01,66577.28,2019-04-16,0,0 days
35634,SA foundation,2019-09-23,2019-08-17,2019-10-01,124255.38,2019-08-17,0,-8 days
35635,C us,2019-03-28,2019-03-11,2019-03-26,20515.86,2019-03-11,0,2 days
35636,BE foundation,2020-01-30,2020-01-23,2020-02-07,3792.0,2020-01-23,0,-8 days
35637,MEIJ associates,2019-09-23,2019-09-06,2019-09-21,60311.84,2019-09-06,0,2 days
35638,SUPER  in,2019-06-26,2019-06-11,2019-06-26,49920.37,2019-06-11,0,0 days
35639,BJ'S  us,2019-08-30,2019-08-15,2019-08-30,374.0,2019-08-15,0,0 days
35640,BARGAIN  foundation,2020-03-02,2020-02-14,2020-02-29,18538.4,2020-02-14,0,2 days
35641,BOZZU in,2019-10-15,2019-09-27,2019-10-12,150268.15,2019-09-27,0,3 days
35642,TARG trust,2020-01-28,2020-01-13,2020-01-28,47888.89,2020-01-13,0,0 days
35643,JET in,2019-11-05,2019-10-21,2019-11-05,386.49,2019-10-21,0,0 days
35644,COSTCO corp,2019-12-05,2019-11-12,2019-12-01,9353.56,2019-11-21,0,4 days
35645,REINHA trust,2019-09-06,2019-08-22,2019-09-06,20639.36,2019-08-22,0,0 days
35647,KRAFT  in,2019-08-02,2019-06-23,2019-07-28,13371.75,2019-06-23,0,5 days
35649,US  foundation,2019-01-22,2019-01-04,2019-01-19,42889.87,2019-01-04,0,3 days
35650,SYSCO F co,2019-09-09,2019-08-22,2019-09-06,7287.15,2019-08-22,0,3 days
35651,WALG ,2019-12-06,2019-11-21,2019-12-06,86701.5,2019-11-21,0,0 days
35652,PLAZA llc,2019-08-14,2019-06-26,2019-07-31,59586.06,2019-06-26,0,14 days
35655,WAL-M associates,2019-06-03,2019-05-16,2019-05-26,4319.82,2019-05-16,0,8 days
35656,WAL-MAR llc,2019-11-15,2019-10-24,2019-11-08,34648.0,2019-10-24,0,7 days
35657,SYSC co,2019-09-30,2019-09-12,2019-09-27,7721.65,2019-09-12,0,3 days
35658,SUPE corp,2019-04-01,2019-03-14,2019-03-29,44549.79,2019-03-14,0,3 days
35659,SYSCO F corp,2019-06-17,2019-05-30,2019-07-01,13084.84,2019-05-30,0,-14 days
35662,WAL-MAR foundation,2019-04-15,2019-04-03,2019-04-18,59105.44,2019-04-03,0,-3 days
35663,PRIC in,2019-08-12,2019-06-26,2019-08-10,43009.65,2019-06-26,0,2 days
35664,DECA co,2019-03-18,2019-03-05,2019-03-24,165.6,2019-03-01,0,-6 days
35665,AL ,2019-12-31,2019-12-17,2020-01-01,9241.32,2019-12-17,0,-1 days
35666,A & W F co,2019-10-18,2019-10-02,2019-10-19,2429.49,2019-10-09,0,-1 days
35668,WAL-MAR us,2019-11-01,2019-10-21,2019-11-05,16191.89,2019-10-21,0,-4 days
35669,TARG corp,2019-08-23,2019-08-03,2019-08-18,17336.57,2019-08-03,0,5 days
35670,WINC foundation,2019-05-28,2019-03-23,2019-05-27,1968.6,2019-03-23,0,1 days
35672,H E BUT llc,2019-04-11,2019-03-28,2019-04-12,27306.04,2019-03-28,0,-1 days
35673,YEN BROS corp,2020-03-13,2020-02-23,2020-03-13,13647.72,2020-03-03,0,0 days
35674,DOT associates,2019-07-03,2019-06-18,2019-07-08,25565.66,2019-06-18,0,-5 days
35675,WAL-MAR corp,2019-11-12,2019-10-30,2019-11-14,1017.41,2019-10-30,0,-2 days
35676,DOT associates,2019-05-29,2019-05-14,2019-05-29,15330.21,2019-05-14,0,0 days
35677,SA us,2019-12-20,2019-11-14,2019-12-29,72927.51,2019-11-14,0,-9 days
35679,KRAFT F us,2019-12-20,2019-11-30,2019-11-30,6080.9,2019-11-30,0,20 days
35680,MEIJ trust,2019-07-19,2019-07-03,2019-07-18,41362.12,2019-07-03,0,1 days
35681,GROC corporation,2019-02-28,2019-02-06,2019-02-21,7836.78,2019-02-06,0,7 days
35683,WAL-MAR corp,2019-10-16,2019-10-06,2019-10-21,1897.5,2019-10-06,0,-5 days
35684,WAL-MAR us,2019-08-13,2019-07-27,2019-08-11,25143.44,2019-07-27,0,2 days
35685,SYSC systems,2019-09-12,2019-08-27,2019-09-11,6431.22,2019-08-27,0,1 days
35686,KRAFT  co,2019-11-01,2019-09-22,2019-10-27,24694.8,2019-09-22,0,5 days
35687,WAL-MAR trust,2019-04-01,2019-03-20,2019-04-04,15503.05,2019-03-20,0,-3 days
35688,COST systems,2019-11-21,2019-11-05,2019-11-20,8370.48,2019-11-05,0,1 days
35689,C&S WH llc,2019-06-20,2019-06-05,2019-06-20,170772.4,2019-06-05,0,0 days
35692,C&S WH us,2019-11-06,2019-10-22,2019-11-06,133316.05,2019-10-22,0,0 days
35693,DICK foundation,2019-12-12,2019-10-25,2019-12-09,7371.39,2019-10-25,0,3 days
35694,DECA associates,2019-06-12,2019-06-06,2019-06-11,10780.03,2019-06-01,0,1 days
35695,WAL-MAR us,2019-02-22,2019-02-12,2019-02-27,20101.35,2019-02-12,0,-5 days
35696,KROGER co,2019-01-18,2019-01-03,2019-01-18,76602.94,2019-01-03,0,0 days
35697,BJ'S  systems,2019-10-16,2019-10-01,2019-10-16,191.41,2019-10-01,0,0 days
35698,ASSOCIAT corporation,2019-08-15,2019-07-30,2019-08-14,15057.98,2019-07-30,0,1 days
35699,MCL co,2019-10-24,2019-10-08,2019-10-23,91841.57,2019-10-08,0,1 days
35700,ALBERT systems,2019-10-23,2019-10-08,2019-10-23,25487.12,2019-10-08,0,0 days
35701,OK trust,2019-06-26,2019-06-10,2019-06-25,27908.1,2019-06-10,0,1 days
35703,WAL-MAR corp,2019-12-17,2019-12-07,2019-12-22,27813.66,2019-12-07,0,-5 days
35704,WAL-MAR co,2019-05-17,2019-05-07,2019-05-22,67301.79,2019-05-07,0,-5 days
35706,AM foundation,2019-02-26,2019-02-07,2019-02-22,22581.96,2019-02-07,0,4 days
35709,WAL-M trust,2019-02-06,2019-01-16,2019-01-26,5825.13,2019-01-16,0,11 days
35710,FOOD 4 foundation,2019-06-07,2019-05-23,2019-06-07,19436.32,2019-05-23,0,0 days
35711,MEIJ corp,2019-03-28,2019-03-11,2019-03-26,100801.21,2019-03-11,0,2 days
35712,GORDON F systems,2019-12-17,2019-11-20,2019-12-08,126533.9,2019-11-28,0,9 days
35713,WAL-MAR llc,2019-10-09,2019-09-29,2019-10-14,63128.26,2019-09-29,0,-5 days
35714,SYSC us,2019-11-07,2019-10-13,2019-11-01,24485.86,2019-10-22,0,6 days
35717,SYSC us,2019-08-08,2019-07-17,2019-08-03,23403.99,2019-07-24,0,5 days
35718,COST foundation,2020-03-05,2020-02-20,2020-03-06,1444.84,2020-02-20,0,-1 days
35719,RA corporation,2019-11-19,2019-11-04,2019-11-19,10635.12,2019-11-04,0,0 days
35720,ASSOCIAT corporation,2019-03-01,2019-02-13,2019-02-28,1002.55,2019-02-13,0,1 days
35721,WAL-MAR foundation,2019-02-12,2019-02-02,2019-02-17,44251.76,2019-02-02,0,-5 days
35723,WEGMAN corporation,2019-05-02,2019-04-17,2019-05-02,23997.89,2019-04-17,0,0 days
35724,PRATT trust,2019-06-11,2019-05-23,2019-06-09,9764.63,2019-05-30,0,2 days
35725,KROGE corp,2019-03-15,2019-02-28,2019-03-15,14780.25,2019-02-28,0,0 days
35726,WAL-MAR llc,2020-01-27,2020-01-15,2020-01-30,71.11,2020-01-15,0,-3 days
35727,SYSCO  corp,2019-08-14,2019-07-29,2019-08-13,13118.76,2019-07-29,0,1 days
35728,LOB foundation,2019-04-26,2019-04-11,2019-04-21,41984.79,2019-04-11,0,5 days
35729,WAL-MAR corporation,2019-10-25,2019-10-15,2019-10-30,13787.16,2019-10-15,0,-5 days
35730,WAL-MAR us,2019-12-19,2019-12-09,2019-12-24,1077.54,2019-12-09,0,-5 days
35731,COST llc,2019-03-21,2019-03-07,2019-03-22,8041.59,2019-03-07,0,-1 days
35733,SYSCO corp,2019-04-29,2019-04-11,2019-04-26,5870.89,2019-04-11,0,3 days
35734,CAMP corp,2019-12-19,2019-12-04,2019-12-19,11409.66,2019-12-04,0,0 days
35735,C&S WH ,2019-01-16,2019-01-03,2019-01-18,5167.23,2019-01-03,0,-2 days
35736,WAL-MAR us,2019-04-30,2019-04-18,2019-05-03,15667.91,2019-04-18,0,-3 days
35738,BJ'S  trust,2019-07-18,2019-07-02,2019-07-17,199.53,2019-07-02,0,1 days
35739,WAL-MAR in,2019-11-19,2019-11-09,2019-11-24,2362.95,2019-11-09,0,-5 days
35742,MEIJ co,2019-05-30,2019-05-13,2019-05-28,45935.35,2019-05-13,0,2 days
35743,DOT trust,2019-02-25,2019-01-23,2019-02-24,25067.72,2019-01-23,0,1 days
35744,JRD llc,2019-02-25,2019-02-04,2019-02-24,3112.21,2019-02-04,0,1 days
35745,MCL co,2019-10-23,2019-08-08,2019-10-22,6433.66,2019-08-08,0,1 days
35746,DECA in,2019-03-25,2019-03-20,2019-03-23,163.6,2019-03-16,0,2 days
35747,KRFT FDS in,2019-05-03,2019-03-12,2019-04-16,21923.59,2019-03-12,0,17 days
35748,FR ,2019-08-26,2019-08-10,2019-08-25,57148.26,2019-08-10,0,1 days
35749,WAL-MAR ,2019-11-12,2019-10-29,2019-11-13,43426.11,2019-10-29,0,-1 days
35750,WAL-MAR associates,2019-06-28,2019-06-18,2019-07-03,5164.85,2019-06-18,0,-5 days
35752,WAL-MAR associates,2019-04-09,2019-03-28,2019-04-12,26115.26,2019-03-28,0,-3 days
35753,COB corporation,2020-03-04,2020-02-18,2020-03-04,95020.47,2020-02-18,0,0 days
35755,AM in,2019-12-16,2019-11-29,2019-12-14,79195.64,2019-11-29,0,2 days
35756,SUPE corp,2019-02-28,2019-02-06,2019-02-21,1238.32,2019-02-06,0,7 days
35757,KRAFT  co,2019-12-20,2019-11-22,2019-12-27,13377.0,2019-11-22,0,-7 days
35759,DECA corporation,2019-10-01,2019-09-20,2019-10-09,407.34,2019-09-16,0,-8 days
35760,C&S WH us,2019-05-03,2019-04-18,2019-05-03,76038.2,2019-04-18,0,0 days
35761,SYSC corporation,2020-03-12,2020-02-24,2020-03-06,64431.42,2020-02-25,0,6 days
35762,MDV/ corporation,2019-10-30,2019-10-16,2019-10-31,14317.03,2019-10-16,0,-1 days
35763,MCL llc,2019-07-26,2019-06-19,2019-07-04,3053.1,2019-06-19,0,22 days
35764,GORDO systems,2019-06-10,2019-05-20,2019-06-09,83667.6,2019-05-20,0,1 days
35765,WAL-MAR systems,2019-04-17,2019-04-06,2019-04-21,5599.71,2019-04-06,0,-4 days
35767,GORDO corporation,2019-04-02,2019-03-20,2019-04-04,43714.62,2019-03-20,0,-2 days
35768,WAL-MAR systems,2019-09-04,2019-08-18,2019-09-02,4412.88,2019-08-18,0,2 days
35769,ALBER foundation,2019-12-10,2019-11-25,2019-12-10,14480.71,2019-11-25,0,0 days
35770,BJ'S  systems,2019-08-16,2019-08-01,2019-08-16,114.38,2019-08-01,0,0 days
35773,WAL-MAR ,2019-04-19,2019-04-08,2019-04-23,1246.63,2019-04-08,0,-4 days
35774,WAL-MAR foundation,2019-08-12,2019-07-30,2019-08-14,2373.96,2019-07-30,0,-2 days
35775,BJ'S  us,2019-12-30,2019-12-06,2019-12-21,34174.57,2019-12-06,0,9 days
35777,METRO  associates,2019-03-19,2019-03-09,2019-03-23,45900.98,2019-03-13,0,-4 days
35778,WAL-MAR corporation,2020-02-18,2020-02-07,2020-02-22,25088.28,2020-02-07,0,-4 days
35779,DELHAIZE trust,2019-11-13,2019-10-02,2019-11-11,28400.6,2019-10-02,0,2 days
35781,WAL-MAR corporation,2019-09-04,2019-08-23,2019-09-07,65867.77,2019-08-23,0,-3 days
35783,SYSCO F us,2019-11-29,2019-11-15,2019-11-30,11703.43,2019-11-15,0,-1 days
35784,PLAZA corporation,2020-03-12,2020-02-02,2020-03-08,18587.66,2020-02-02,0,4 days
35785,WAL-MAR associates,2019-09-03,2019-08-20,2019-09-04,13119.31,2019-08-20,0,-1 days
35786,BJ'S  us,2019-09-09,2019-08-23,2019-09-07,353.81,2019-08-23,0,2 days
35787,KENNETH us,2019-10-30,2019-09-20,2019-10-05,59727.99,2019-09-20,0,25 days
35788,WAL-MAR llc,2019-02-11,2019-01-24,2019-02-08,6870.9,2019-01-24,0,3 days
35789,WAL-MAR co,2019-11-15,2019-10-30,2019-11-14,15085.98,2019-10-30,0,1 days
35790,SHAWS  systems,2019-11-29,2019-11-13,2019-11-28,14877.73,2019-11-13,0,1 days
35792,BRUN corp,2019-05-21,2019-05-07,2019-05-18,10142.26,2019-05-08,0,3 days
35793,LOB llc,2019-11-15,2019-10-31,2019-11-16,71836.61,2019-11-06,0,-1 days
35796,WAL-MAR systems,2019-01-22,2019-01-10,2019-01-25,111.37,2019-01-10,0,-3 days
35797,DELHAIZE associates,2019-09-19,2019-09-04,2019-09-19,98208.53,2019-09-04,0,0 days
35798,DEC co,2019-09-16,2019-09-07,2019-09-24,585.9,2019-09-01,0,-8 days
35799,WAL-MAR trust,2019-08-06,2019-07-26,2019-08-10,249.92,2019-07-26,0,-4 days
35800,AM foundation,2019-05-16,2019-05-01,2019-05-16,6259.76,2019-05-01,0,0 days
35801,SYSC us,2020-01-30,2020-01-10,2020-01-25,31560.8,2020-01-15,0,5 days
35802,WAL-MAR co,2019-12-24,2019-12-14,2019-12-29,67554.23,2019-12-14,0,-5 days
35804,MAINES foundation,2019-08-05,2019-07-19,2019-08-03,21523.94,2019-07-19,0,2 days
35805,COST corp,2019-02-06,2019-01-21,2019-02-05,61646.9,2019-01-21,0,1 days
35807,SYSTEMS co,2019-07-25,2019-07-09,2019-07-24,27784.44,2019-07-09,0,1 days
35811,WAL-MAR trust,2019-04-04,2019-03-22,2019-04-06,142.22,2019-03-22,0,-2 days
35813,WEIS ,2019-07-05,2019-06-19,2019-07-04,58596.17,2019-06-19,0,1 days
35814,WAL-MAR in,2019-10-15,2019-10-05,2019-10-20,31655.14,2019-10-05,0,-5 days
35815,WAL-MAR llc,2019-10-01,2019-09-20,2019-10-05,13012.92,2019-09-20,0,-4 days
35817,DECA systems,2019-06-17,2019-06-06,2019-06-24,1677.96,2019-06-01,0,-7 days
35818,C&S WH associates,2019-06-25,2019-06-06,2019-06-21,67722.86,2019-06-06,0,4 days
35819,FOODL us,2019-10-15,2019-09-27,2019-10-12,2217.83,2019-09-27,0,3 days
35820,WAL-MAR corporation,2019-04-02,2019-03-16,2019-03-31,976.02,2019-03-16,0,2 days
35821,DECA corp,2019-04-01,2019-03-19,2019-04-08,3653.44,2019-03-16,0,-7 days
35822,DOT ,2019-03-12,2019-02-25,2019-03-12,2299.03,2019-02-25,0,0 days
35823,WAL-MAR in,2019-10-03,2019-10-03,2019-10-18,471.56,2019-10-03,0,-15 days
35824,WAL-MAR systems,2019-05-22,2019-05-11,2019-05-26,42706.11,2019-05-11,0,-4 days
35828,KROG trust,2019-08-16,2019-08-01,2019-08-16,62471.34,2019-08-01,0,0 days
35829,DPI MID corporation,2019-04-05,2019-03-25,2019-04-09,24298.9,2019-03-25,0,-4 days
35830,WAL-MAR systems,2019-06-10,2019-05-29,2019-06-13,3795.7,2019-05-29,0,-3 days
35831,WAL-MAR associates,2019-10-29,2019-10-18,2019-11-02,76931.97,2019-10-18,0,-4 days
35833,WAL-MAR llc,2019-12-23,2019-12-12,2019-12-27,67173.87,2019-12-12,0,-4 days
35835,WAL-MAR co,2019-06-03,2019-05-15,2019-05-30,17279.3,2019-05-15,0,4 days
35836,WAL-MAR corporation,2020-01-29,2020-01-18,2020-02-02,1898.2,2020-01-18,0,-4 days
35837,ASSOCIAT in,2019-04-05,2019-03-21,2019-04-05,47817.03,2019-03-21,0,0 days
35838,WAL-MAR co,2019-08-05,2019-07-25,2019-08-09,30979.66,2019-07-25,0,-4 days
35839,ALBER llc,2019-09-11,2019-08-27,2019-09-11,58090.33,2019-08-27,0,0 days
35840,SYSC associates,2019-07-11,2019-06-21,2019-07-08,11379.09,2019-06-28,0,3 days
35841,MCL corp,2019-03-20,2019-03-05,2019-03-20,86626.55,2019-03-05,0,0 days
35847,AM in,2019-02-21,2019-02-06,2019-02-21,7349.25,2019-02-06,0,0 days
35848,NICH trust,2019-07-08,2019-06-25,2019-07-10,42228.02,2019-06-25,0,-2 days
35849,COST llc,2019-06-18,2019-06-04,2019-06-19,33267.0,2019-06-04,0,-1 days
35850,US  corp,2019-08-16,2019-08-01,2019-08-16,82881.4,2019-08-01,0,0 days
35852,BAKEMAR associates,2019-03-20,2019-02-25,2019-03-16,5387.8,2019-03-06,0,4 days
35853,NATURA corporation,2019-01-30,2019-01-23,2019-02-07,8087.76,2019-01-23,0,-8 days
35855,FR co,2019-03-26,2019-03-11,2019-03-26,90458.95,2019-03-11,0,0 days
35856,WAL-MAR systems,2019-04-12,2019-04-02,2019-04-17,4271.46,2019-04-02,0,-5 days
35857,SA trust,2019-05-14,2019-04-28,2019-05-13,27177.34,2019-04-28,0,1 days
35858,SA corp,2019-10-07,2019-08-30,2019-10-14,85143.65,2019-08-30,0,-7 days
35859,WEGMAN trust,2020-02-10,2020-01-24,2020-02-08,23010.44,2020-01-24,0,2 days
35860,JETR associates,2020-03-11,2020-02-25,2020-03-11,19305.14,2020-02-25,0,0 days
35861,WAL-MAR corporation,2019-12-18,2019-12-07,2019-12-22,14546.21,2019-12-07,0,-4 days
35863,SYSCO F trust,2019-12-23,2019-11-18,2019-12-20,24863.55,2019-11-18,0,3 days
35865,KRAFT F ,2019-05-03,2019-03-24,2019-03-24,268.96,2019-03-24,0,40 days
35866,SA us,2019-04-15,2019-03-27,2019-04-11,36481.66,2019-03-27,0,4 days
35867,DOT co,2019-05-28,2019-04-24,2019-05-28,3446.39,2019-04-24,0,0 days
35868,MCL co,2019-08-08,2019-07-24,2019-08-08,13610.71,2019-07-24,0,0 days
35870,WINC us,2019-11-12,2019-10-25,2019-11-09,59154.24,2019-10-25,0,3 days
35871,COST foundation,2019-08-05,2019-07-19,2019-08-03,16438.01,2019-07-19,0,2 days
35873,MEIJ associates,2019-02-28,2019-02-13,2019-02-28,145147.51,2019-02-13,0,0 days
35874,WAL-MAR co,2019-07-29,2019-07-17,2019-08-01,60253.6,2019-07-17,0,-3 days
35875,WAL-MAR trust,2019-12-19,2019-12-07,2019-12-22,18856.53,2019-12-07,0,-3 days
35876,C&S WH in,2019-04-16,2019-03-31,2019-04-15,188791.37,2019-03-31,0,1 days
35877,WINC corp,2019-04-10,2019-03-26,2019-04-10,9989.37,2019-03-26,0,0 days
35879,FR us,2019-06-03,2019-05-19,2019-06-03,56350.89,2019-05-19,0,0 days
35880,ASSOCIAT corp,2019-07-29,2019-07-14,2019-07-29,43152.46,2019-07-14,0,0 days
35883,SYSCO  corporation,2019-11-25,2019-10-21,2019-11-22,23463.71,2019-10-21,0,3 days
35884,JOSE in,2019-12-17,2019-11-07,2019-12-12,27238.88,2019-11-07,0,5 days
35885,SYSCO  in,2019-07-16,2019-06-11,2019-07-13,8836.58,2019-06-11,0,3 days
35886,WAL-MAR associates,2019-02-27,2019-02-17,2019-03-04,1931.37,2019-02-17,0,-5 days
35887,WAL-MAR in,2020-02-18,2020-02-08,2020-02-23,18734.94,2020-02-08,0,-5 days
35888,WAL-MAR us,2019-04-12,2019-04-02,2019-04-17,6710.86,2019-04-02,0,-5 days
35889,COSTCO us,2019-10-25,2019-10-10,2019-10-21,33638.68,2019-10-11,0,4 days
35890,KRAFT  associates,2019-08-30,2019-07-26,2019-09-01,16449.7,2019-07-28,0,-2 days
35892,KROGE corporation,2019-08-20,2019-08-05,2019-08-20,52989.78,2019-08-05,0,0 days
35893,SYSC ,2020-03-04,2020-02-17,2020-03-03,39020.38,2020-02-17,0,1 days
35894,KRAFT  systems,2019-11-01,2019-09-17,2019-10-22,60421.9,2019-09-17,0,10 days
35895,DOT co,2020-01-14,2019-12-30,2020-01-14,24097.49,2019-12-30,0,0 days
35896,WAL-MAR associates,2019-03-19,2019-03-08,2019-03-23,1886.25,2019-03-08,0,-4 days
35897,WAL-MAR ,2019-06-26,2019-06-07,2019-06-22,55693.92,2019-06-07,0,4 days
35898,SYSCO F llc,2019-02-21,2019-02-07,2019-02-22,22751.95,2019-02-07,0,-1 days
35899,GENE systems,2019-04-10,2019-01-08,2019-04-08,11330.0,2019-01-08,0,2 days
35900,WAL-MAR co,2019-08-09,2019-07-30,2019-08-14,5718.1,2019-07-30,0,-5 days
35901,BJ'S  systems,2020-02-10,2020-01-26,2020-02-10,753.34,2020-01-26,0,0 days
35902,UNITE llc,2019-03-27,2019-03-12,2019-03-27,54565.26,2019-03-12,0,0 days
